Name,base_happiness,capture_rate,forms_switchable,gender_rate,has_gender_differences,hatch_counter,is_baby,is_legendary,is_mythical
tranquill,50.0,120,False,4,False,15.0,False,False,False
unfezant,50.0,45,False,4,True,15.0,False,False,False
blitzle,70.0,190,False,4,False,20.0,False,False,False
zebstrika,70.0,75,False,4,False,20.0,False,False,False
roggenrola,50.0,255,False,4,False,15.0,False,False,False
boldore,50.0,120,False,4,False,15.0,False,False,False
gigalith,50.0,45,False,4,False,15.0,False,False,False
woobat,50.0,190,False,4,False,15.0,False,False,False
swoobat,50.0,45,False,4,False,15.0,False,False,False
drilbur,50.0,120,False,4,False,20.0,False,False,False
excadrill,50.0,60,False,4,False,20.0,False,False,False
audino,50.0,255,True,4,False,20.0,False,False,False
timburr,70.0,180,False,2,False,20.0,False,False,False
gurdurr,50.0,90,False,2,False,20.0,False,False,False
conkeldurr,50.0,45,False,2,False,20.0,False,False,False
tympole,50.0,255,False,4,False,20.0,False,False,False
palpitoad,50.0,120,False,4,False,20.0,False,False,False
seismitoad,50.0,45,False,4,False,20.0,False,False,False
throh,50.0,45,False,0,False,20.0,False,False,False
sawk,50.0,45,False,0,False,20.0,False,False,False
sewaddle,70.0,255,False,4,False,15.0,False,False,False
swadloon,70.0,120,False,4,False,15.0,False,False,False
leavanny,70.0,45,False,4,False,15.0,False,False,False
venipede,50.0,255,False,4,False,15.0,False,False,False
whirlipede,50.0,120,False,4,False,15.0,False,False,False
scolipede,50.0,45,False,4,False,20.0,False,False,False
cottonee,50.0,190,False,4,False,20.0,False,False,False
whimsicott,50.0,75,False,4,False,20.0,False,False,False
petilil,50.0,190,False,8,False,20.0,False,False,False
lilligant,50.0,75,False,8,False,20.0,False,False,False
basculin,50.0,25,False,4,False,40.0,False,False,False
sandile,50.0,180,False,4,False,20.0,False,False,False
krokorok,50.0,90,False,4,False,20.0,False,False,False
krookodile,50.0,45,False,4,False,20.0,False,False,False
darumaka,50.0,120,False,4,False,20.0,False,False,False
darmanitan,50.0,60,True,4,False,20.0,False,False,False
maractus,50.0,255,False,4,False,20.0,False,False,False
dwebble,50.0,190,False,4,False,20.0,False,False,False
crustle,50.0,75,False,4,False,20.0,False,False,False
scraggy,35.0,180,False,4,False,15.0,False,False,False
scrafty,50.0,90,False,4,False,15.0,False,False,False
sigilyph,50.0,45,False,4,False,20.0,False,False,False
yamask,50.0,190,False,4,False,25.0,False,False,False
cofagrigus,50.0,90,False,4,False,25.0,False,False,False
tirtouga,50.0,45,False,1,False,30.0,False,False,False
carracosta,50.0,45,False,1,False,30.0,False,False,False
archen,50.0,45,False,1,False,30.0,False,False,False
archeops,50.0,45,False,1,False,30.0,False,False,False
trubbish,50.0,190,False,4,False,20.0,False,False,False
garbodor,50.0,60,False,4,False,20.0,False,False,False
zorua,50.0,75,False,1,False,25.0,False,False,False
zoroark,50.0,45,False,1,False,20.0,False,False,False
minccino,50.0,255,False,6,False,15.0,False,False,False
cinccino,50.0,60,False,6,False,15.0,False,False,False
gothita,50.0,200,False,6,False,20.0,False,False,False
gothorita,50.0,100,False,6,False,20.0,False,False,False
gothitelle,50.0,50,False,6,False,20.0,False,False,False
solosis,50.0,200,False,4,False,20.0,False,False,False
duosion,50.0,100,False,4,False,20.0,False,False,False
reuniclus,50.0,50,False,4,False,20.0,False,False,False
ducklett,70.0,190,False,4,False,20.0,False,False,False
swanna,70.0,45,False,4,False,20.0,False,False,False
vanillite,50.0,255,False,4,False,20.0,False,False,False
vanillish,50.0,120,False,4,False,20.0,False,False,False
vanilluxe,50.0,45,False,4,False,20.0,False,False,False
deerling,70.0,190,True,4,False,20.0,False,False,False
sawsbuck,70.0,75,True,4,False,20.0,False,False,False
emolga,50.0,200,False,4,False,20.0,False,False,False
karrablast,50.0,200,False,4,False,15.0,False,False,False
escavalier,50.0,75,False,4,False,15.0,False,False,False
foongus,50.0,190,False,4,False,20.0,False,False,False
amoonguss,50.0,75,False,4,False,20.0,False,False,False
frillish,50.0,190,False,4,True,20.0,False,False,False
jellicent,50.0,60,False,4,True,20.0,False,False,False
alomomola,70.0,75,False,4,False,40.0,False,False,False
joltik,50.0,190,False,4,False,20.0,False,False,False
galvantula,50.0,75,False,4,False,20.0,False,False,False
ferroseed,50.0,255,False,4,False,20.0,False,False,False
ferrothorn,50.0,90,False,4,False,20.0,False,False,False
klink,50.0,130,False,-1,False,20.0,False,False,False
klang,50.0,60,False,-1,False,20.0,False,False,False
klinklang,50.0,30,False,-1,False,20.0,False,False,False
tynamo,70.0,190,False,4,False,20.0,False,False,False
eelektrik,70.0,60,False,4,False,20.0,False,False,False
eelektross,70.0,30,False,4,False,20.0,False,False,False
elgyem,50.0,255,False,4,False,20.0,False,False,False
beheeyem,50.0,90,False,4,False,20.0,False,False,False
litwick,50.0,190,False,4,False,20.0,False,False,False
lampent,50.0,90,False,4,False,20.0,False,False,False
chandelure,50.0,45,False,4,False,20.0,False,False,False
axew,35.0,75,False,4,False,40.0,False,False,False
fraxure,35.0,60,False,4,False,40.0,False,False,False
haxorus,35.0,45,False,4,False,40.0,False,False,False
cubchoo,50.0,120,False,4,False,20.0,False,False,False
beartic,50.0,60,False,4,False,20.0,False,False,False
cryogonal,50.0,25,False,-1,False,25.0,False,False,False
shelmet,50.0,200,False,4,False,15.0,False,False,False
accelgor,50.0,75,False,4,False,15.0,False,False,False
stunfisk,70.0,75,False,4,False,20.0,False,False,False
mienfoo,50.0,180,False,4,False,25.0,False,False,False
mienshao,50.0,45,False,4,False,25.0,False,False,False
druddigon,50.0,45,False,4,False,30.0,False,False,False
golett,50.0,190,False,-1,False,25.0,False,False,False
golurk,50.0,90,False,-1,False,25.0,False,False,False
pawniard,35.0,120,False,4,False,20.0,False,False,False
bisharp,35.0,45,False,4,False,20.0,False,False,False
bouffalant,50.0,45,False,4,False,20.0,False,False,False
rufflet,50.0,190,False,0,False,20.0,False,False,False
braviary,50.0,60,False,0,False,20.0,False,False,False
vullaby,35.0,190,False,8,False,20.0,False,False,False
mandibuzz,35.0,60,False,8,False,20.0,False,False,False
heatmor,50.0,90,False,4,False,20.0,False,False,False
durant,50.0,90,False,4,False,20.0,False,False,False
deino,35.0,45,False,4,False,40.0,False,False,False
zweilous,35.0,45,False,4,False,40.0,False,False,False
hydreigon,35.0,45,False,4,False,40.0,False,False,False
larvesta,50.0,45,False,4,False,40.0,False,False,False
volcarona,50.0,15,False,4,False,40.0,False,False,False
cobalion,35.0,3,False,-1,False,80.0,False,True,False
terrakion,35.0,3,False,-1,False,80.0,False,True,False
virizion,35.0,3,False,-1,False,80.0,False,True,False
tornadus,90.0,3,True,0,False,120.0,False,True,False
thundurus,90.0,3,True,0,False,120.0,False,True,False
reshiram,0.0,3,False,-1,False,120.0,False,True,False
zekrom,0.0,3,False,-1,False,120.0,False,True,False
landorus,90.0,3,True,0,False,120.0,False,True,False
kyurem,0.0,3,True,-1,False,120.0,False,True,False
keldeo,35.0,3,True,-1,False,80.0,False,False,True
meloetta,100.0,3,True,-1,False,120.0,False,False,True
genesect,0.0,3,True,-1,False,120.0,False,False,True
chespin,70.0,45,False,1,False,20.0,False,False,False
quilladin,70.0,45,False,1,False,20.0,False,False,False
chesnaught,70.0,45,False,1,False,20.0,False,False,False
fennekin,70.0,45,False,1,False,20.0,False,False,False
braixen,70.0,45,False,1,False,20.0,False,False,False
delphox,70.0,45,False,1,False,20.0,False,False,False
froakie,70.0,45,False,1,False,20.0,False,False,False
frogadier,70.0,45,False,1,False,20.0,False,False,False
greninja,70.0,45,False,1,False,20.0,False,False,False
bunnelby,50.0,255,False,4,False,15.0,False,False,False
diggersby,50.0,127,False,4,False,15.0,False,False,False
fletchling,50.0,255,False,4,False,15.0,False,False,False
fletchinder,50.0,120,False,4,False,15.0,False,False,False
talonflame,50.0,45,False,4,False,15.0,False,False,False
scatterbug,70.0,255,False,4,False,15.0,False,False,False
spewpa,70.0,120,False,4,False,15.0,False,False,False
vivillon,70.0,45,False,4,False,15.0,False,False,False
litleo,70.0,220,False,7,False,20.0,False,False,False
pyroar,70.0,65,False,7,True,20.0,False,False,False
flabebe,70.0,225,False,8,False,20.0,False,False,False
floette,70.0,120,False,8,False,20.0,False,False,False
florges,70.0,45,False,8,False,20.0,False,False,False
skiddo,70.0,200,False,4,False,20.0,False,False,False
gogoat,70.0,45,False,4,False,20.0,False,False,False
pancham,50.0,220,False,4,False,25.0,False,False,False
pangoro,50.0,65,False,4,False,25.0,False,False,False
furfrou,70.0,160,True,4,False,20.0,False,False,False
espurr,50.0,190,False,4,False,20.0,False,False,False
meowstic,50.0,75,False,4,True,20.0,False,False,False
honedge,50.0,180,False,4,False,20.0,False,False,False
doublade,50.0,90,False,4,False,20.0,False,False,False
aegislash,50.0,45,True,4,False,20.0,False,False,False
spritzee,50.0,200,False,4,False,20.0,False,False,False
aromatisse,50.0,140,False,4,False,20.0,False,False,False
swirlix,50.0,200,False,4,False,20.0,False,False,False
slurpuff,50.0,140,False,4,False,20.0,False,False,False
inkay,50.0,190,False,4,False,20.0,False,False,False
malamar,50.0,80,False,4,False,20.0,False,False,False
binacle,50.0,120,False,4,False,20.0,False,False,False
barbaracle,50.0,45,False,4,False,20.0,False,False,False
skrelp,50.0,225,False,4,False,20.0,False,False,False
dragalge,50.0,55,False,4,False,20.0,False,False,False
clauncher,50.0,225,False,4,False,15.0,False,False,False
clawitzer,50.0,55,False,4,False,15.0,False,False,False
helioptile,50.0,190,False,4,False,20.0,False,False,False
heliolisk,50.0,75,False,4,False,20.0,False,False,False
tyrunt,50.0,45,False,1,False,30.0,False,False,False
tyrantrum,50.0,45,False,1,False,30.0,False,False,False
amaura,50.0,45,False,1,False,30.0,False,False,False
aurorus,50.0,45,False,1,False,30.0,False,False,False
sylveon,50.0,45,False,1,False,35.0,False,False,False
hawlucha,50.0,100,False,4,False,20.0,False,False,False
dedenne,50.0,180,False,4,False,20.0,False,False,False
carbink,50.0,60,False,-1,False,25.0,False,False,False
goomy,35.0,45,False,4,False,40.0,False,False,False
sliggoo,35.0,45,False,4,False,40.0,False,False,False
goodra,35.0,45,False,4,False,40.0,False,False,False
klefki,50.0,75,False,4,False,20.0,False,False,False
phantump,50.0,120,False,4,False,20.0,False,False,False
trevenant,50.0,60,False,4,False,20.0,False,False,False
pumpkaboo,50.0,120,False,4,False,20.0,False,False,False
gourgeist,50.0,60,False,4,False,20.0,False,False,False
bergmite,50.0,190,False,4,False,20.0,False,False,False
avalugg,50.0,55,False,4,False,20.0,False,False,False
noibat,50.0,190,False,4,False,20.0,False,False,False
noivern,50.0,45,False,4,False,20.0,False,False,False
xerneas,0.0,45,True,-1,False,120.0,False,True,False
yveltal,0.0,45,False,-1,False,120.0,False,True,False
zygarde,0.0,3,False,-1,False,120.0,False,True,False
diancie,50.0,3,True,-1,False,25.0,False,False,True
hoopa,100.0,3,False,-1,False,120.0,False,False,True
volcanion,100.0,3,False,-1,False,120.0,False,False,True
rowlet,50.0,45,False,1,False,15.0,False,False,False
dartrix,50.0,45,False,1,False,15.0,False,False,False
decidueye,50.0,45,False,1,False,15.0,False,False,False
litten,50.0,45,False,1,False,15.0,False,False,False
torracat,50.0,45,False,1,False,15.0,False,False,False
incineroar,50.0,45,False,1,False,15.0,False,False,False
popplio,50.0,45,False,1,False,15.0,False,False,False
brionne,50.0,45,False,1,False,15.0,False,False,False
primarina,50.0,45,False,1,False,15.0,False,False,False
pikipek,70.0,255,False,4,False,15.0,False,False,False
trumbeak,70.0,120,False,4,False,15.0,False,False,False
toucannon,70.0,45,False,4,False,15.0,False,False,False
yungoos,70.0,255,False,4,False,15.0,False,False,False
gumshoos,70.0,127,False,4,False,15.0,False,False,False
grubbin,50.0,255,False,4,False,15.0,False,False,False
charjabug,50.0,120,False,4,False,15.0,False,False,False
vikavolt,50.0,45,False,4,False,15.0,False,False,False
crabrawler,70.0,225,False,4,False,20.0,False,False,False
crabominable,70.0,60,False,4,False,20.0,False,False,False
oricorio,70.0,45,False,6,False,20.0,False,False,False
cutiefly,50.0,190,False,4,False,20.0,False,False,False
ribombee,50.0,75,False,4,False,20.0,False,False,False
rockruff,50.0,190,False,4,False,15.0,False,False,False
lycanroc,50.0,90,False,4,False,15.0,False,False,False
wishiwashi,50.0,60,False,4,False,15.0,False,False,False
mareanie,50.0,190,False,4,False,20.0,False,False,False
toxapex,50.0,75,False,4,False,20.0,False,False,False
mudbray,50.0,190,False,4,False,20.0,False,False,False
mudsdale,50.0,60,False,4,False,20.0,False,False,False
dewpider,50.0,200,False,4,False,15.0,False,False,False
araquanid,50.0,100,False,4,False,15.0,False,False,False
fomantis,50.0,190,False,4,False,20.0,False,False,False
lurantis,50.0,75,False,4,False,20.0,False,False,False
morelull,50.0,190,False,4,False,20.0,False,False,False
shiinotic,50.0,75,False,4,False,20.0,False,False,False
salandit,50.0,120,False,1,False,20.0,False,False,False
salazzle,50.0,45,False,8,False,20.0,False,False,False
stufful,50.0,140,False,4,False,15.0,False,False,False
bewear,50.0,70,False,4,False,15.0,False,False,False
bounsweet,50.0,235,False,8,False,20.0,False,False,False
steenee,50.0,120,False,8,False,20.0,False,False,False
tsareena,50.0,45,False,8,False,20.0,False,False,False
comfey,50.0,60,False,6,False,20.0,False,False,False
oranguru,50.0,45,False,4,False,20.0,False,False,False
passimian,50.0,45,False,4,False,20.0,False,False,False
wimpod,50.0,90,False,4,False,20.0,False,False,False
golisopod,50.0,45,False,4,False,20.0,False,False,False
sandygast,50.0,140,False,4,False,15.0,False,False,False
palossand,50.0,60,False,4,False,15.0,False,False,False
pyukumuku,50.0,60,False,4,False,15.0,False,False,False
type-null,0.0,3,False,-1,False,120.0,False,False,False
silvally,0.0,3,False,-1,False,120.0,False,True,False
minior,70.0,30,False,-1,False,25.0,False,False,False
komala,70.0,45,False,4,False,20.0,False,False,False
turtonator,50.0,70,False,4,False,20.0,False,False,False
togedemaru,50.0,180,False,4,False,10.0,False,False,False
mimikyu,50.0,45,False,4,False,20.0,False,False,False
bruxish,70.0,80,False,4,False,15.0,False,False,False
drampa,50.0,70,False,4,False,20.0,False,False,False
dhelmise,50.0,25,False,-1,False,25.0,False,False,False
jangmo-o,50.0,45,False,4,False,40.0,False,False,False
hakamo-o,50.0,45,False,4,False,40.0,False,False,False
kommo-o,50.0,45,False,4,False,40.0,False,False,False
tapu-koko,50.0,3,False,-1,False,15.0,False,True,False
tapu-lele,50.0,3,False,-1,False,15.0,False,True,False
tapu-bulu,50.0,3,False,-1,False,15.0,False,True,False
tapu-fini,50.0,3,False,-1,False,15.0,False,True,False
cosmog,0.0,45,False,-1,False,120.0,False,True,False
cosmoem,0.0,45,False,-1,False,120.0,False,True,False
solgaleo,0.0,45,False,-1,False,120.0,False,True,False
lunala,0.0,45,False,-1,False,120.0,False,True,False
nihilego,0.0,45,False,-1,False,120.0,False,False,False
buzzwole,0.0,45,False,-1,False,120.0,False,False,False
pheromosa,0.0,45,False,-1,False,120.0,False,False,False
xurkitree,0.0,45,False,-1,False,120.0,False,False,False
celesteela,0.0,45,False,-1,False,120.0,False,False,False
kartana,0.0,45,False,-1,False,120.0,False,False,False
guzzlord,0.0,45,False,-1,False,120.0,False,False,False
necrozma,0.0,255,False,-1,False,120.0,False,True,False
magearna,0.0,3,False,-1,False,120.0,False,False,True
marshadow,0.0,3,False,-1,False,120.0,False,False,True
poipole,0.0,45,False,-1,False,120.0,False,False,False
naganadel,0.0,45,False,-1,False,120.0,False,False,False
stakataka,0.0,30,False,-1,False,120.0,False,False,False
blacephalon,0.0,30,False,-1,False,120.0,False,False,False
zeraora,0.0,3,False,-1,False,120.0,False,False,True
meltan,0.0,3,False,-1,False,120.0,False,False,True
melmetal,0.0,3,False,-1,False,120.0,False,False,True
grookey,50.0,45,False,1,False,20.0,False,False,False
thwackey,50.0,45,False,1,False,20.0,False,False,False
rillaboom,50.0,45,False,1,False,20.0,False,False,False
scorbunny,50.0,45,False,1,False,20.0,False,False,False
raboot,50.0,45,False,1,False,20.0,False,False,False
cinderace,50.0,45,False,1,False,20.0,False,False,False
sobble,50.0,45,False,1,False,20.0,False,False,False
drizzile,50.0,45,False,1,False,20.0,False,False,False
inteleon,50.0,45,False,1,False,20.0,False,False,False
skwovet,50.0,255,False,4,False,20.0,False,False,False
greedent,50.0,90,False,4,False,20.0,False,False,False
rookidee,50.0,255,False,4,False,15.0,False,False,False
corvisquire,50.0,120,False,4,False,15.0,False,False,False
corviknight,50.0,45,False,4,False,15.0,False,False,False
blipbug,50.0,255,False,4,False,15.0,False,False,False
dottler,50.0,120,False,4,False,15.0,False,False,False
orbeetle,50.0,45,False,4,False,15.0,False,False,False
nickit,50.0,255,False,4,False,15.0,False,False,False
thievul,50.0,127,False,4,False,15.0,False,False,False
gossifleur,50.0,190,False,4,False,20.0,False,False,False
eldegoss,50.0,75,False,4,False,20.0,False,False,False
wooloo,50.0,255,False,4,False,15.0,False,False,False
dubwool,50.0,127,False,4,False,15.0,False,False,False
chewtle,50.0,255,False,4,False,20.0,False,False,False
drednaw,50.0,75,False,4,False,20.0,False,False,False
yamper,50.0,255,False,4,False,20.0,False,False,False
boltund,50.0,45,False,4,False,20.0,False,False,False
rolycoly,50.0,255,False,4,False,15.0,False,False,False
carkol,50.0,120,False,4,False,15.0,False,False,False
coalossal,50.0,45,False,4,False,15.0,False,False,False
applin,50.0,255,False,4,False,20.0,False,False,False
flapple,50.0,45,False,4,False,20.0,False,False,False
appletun,50.0,45,False,4,False,20.0,False,False,False
silicobra,50.0,255,False,4,False,20.0,False,False,False
sandaconda,50.0,120,False,4,False,20.0,False,False,False
cramorant,50.0,45,False,4,False,20.0,False,False,False
arrokuda,50.0,255,False,4,False,20.0,False,False,False
barraskewda,50.0,60,False,4,False,20.0,False,False,False
toxel,50.0,75,False,4,False,25.0,True,False,False
toxtricity,50.0,45,False,4,False,25.0,False,False,False
sizzlipede,50.0,190,False,4,False,20.0,False,False,False
centiskorch,50.0,75,False,4,False,20.0,False,False,False
clobbopus,50.0,180,False,4,False,25.0,False,False,False
grapploct,50.0,45,False,4,False,25.0,False,False,False
sinistea,50.0,120,False,-1,False,20.0,False,False,False
polteageist,50.0,60,False,-1,False,20.0,False,False,False
hatenna,50.0,235,False,8,False,20.0,False,False,False
hattrem,50.0,120,False,8,False,20.0,False,False,False
hatterene,50.0,45,False,8,False,20.0,False,False,False
impidimp,50.0,255,False,0,False,20.0,False,False,False
morgrem,50.0,120,False,0,False,20.0,False,False,False
grimmsnarl,50.0,45,False,0,False,20.0,False,False,False
obstagoon,50.0,45,False,4,False,15.0,False,False,False
perrserker,50.0,90,False,4,False,20.0,False,False,False
cursola,50.0,30,False,6,False,20.0,False,False,False
sirfetchd,50.0,45,False,4,False,20.0,False,False,False
mr-rime,50.0,45,False,4,False,25.0,False,False,False
runerigus,50.0,90,False,4,False,25.0,False,False,False
milcery,50.0,200,False,8,False,20.0,False,False,False
alcremie,50.0,100,False,8,False,20.0,False,False,False
falinks,50.0,45,False,-1,False,25.0,False,False,False
pincurchin,50.0,75,False,4,False,20.0,False,False,False
snom,50.0,190,False,4,False,20.0,False,False,False
frosmoth,50.0,75,False,4,False,20.0,False,False,False
stonjourner,50.0,60,False,4,False,25.0,False,False,False
eiscue,50.0,60,False,4,False,25.0,False,False,False
indeedee,140.0,30,False,4,True,40.0,False,False,False
morpeko,50.0,180,False,4,False,10.0,False,False,False
cufant,50.0,190,False,4,False,25.0,False,False,False
copperajah,50.0,90,False,4,False,25.0,False,False,False
dracozolt,50.0,45,False,-1,False,35.0,False,False,False
arctozolt,50.0,45,False,-1,False,35.0,False,False,False
dracovish,50.0,45,False,-1,False,35.0,False,False,False
arctovish,50.0,45,False,-1,False,35.0,False,False,False
duraludon,50.0,45,False,4,False,30.0,False,False,False
dreepy,50.0,45,False,4,False,40.0,False,False,False
drakloak,50.0,45,False,4,False,40.0,False,False,False
dragapult,50.0,45,False,4,False,40.0,False,False,False
zacian,0.0,10,False,-1,False,120.0,False,True,False
zamazenta,0.0,10,False,-1,False,120.0,False,True,False
eternatus,0.0,255,False,-1,False,120.0,False,True,False
kubfu,50.0,3,False,1,False,120.0,False,True,False
urshifu,50.0,3,False,1,False,120.0,False,True,False
zarude,0.0,3,False,-1,False,120.0,False,False,True
regieleki,35.0,3,False,-1,False,120.0,False,True,False
regidrago,35.0,3,False,-1,False,120.0,False,True,False
glastrier,35.0,3,False,-1,False,120.0,False,True,False
spectrier,35.0,3,False,-1,False,120.0,False,True,False
calyrex,100.0,3,False,-1,False,120.0,False,True,False
wyrdeer,50.92829076620825,135,False,4,False,29.55304518664047,False,False,False
kleavor,50.92829076620825,115,False,4,False,29.55304518664047,False,False,False
ursaluna,50.92829076620825,75,False,4,False,29.55304518664047,False,False,False
basculegion,50.92829076620825,135,True,4,True,29.55304518664047,False,False,False
sneasler,50.92829076620825,135,False,4,False,29.55304518664047,False,False,False
overqwil,50.92829076620825,135,False,4,False,29.55304518664047,False,False,False
enamorus,50.92829076620825,3,True,8,False,29.55304518664047,False,True,False
sprigatito,50.0,45,False,1,False,20.0,False,False,False
floragato,50.0,45,False,1,False,20.0,False,False,False
meowscarada,50.0,45,False,1,False,20.0,False,False,False
fuecoco,50.0,45,False,1,False,20.0,False,False,False
crocalor,50.0,45,False,1,False,20.0,False,False,False
skeledirge,50.0,45,False,1,False,20.0,False,False,False
quaxly,50.0,45,False,1,False,20.0,False,False,False
quaxwell,50.0,45,False,1,False,20.0,False,False,False
quaquaval,50.0,45,False,1,False,20.0,False,False,False
lechonk,50.0,255,False,4,False,15.0,False,False,False
oinkologne,50.0,100,False,0,True,15.0,False,False,False
tarountula,50.0,255,False,4,False,15.0,False,False,False
spidops,50.0,120,False,4,False,15.0,False,False,False
nymble,20.0,190,False,4,False,20.0,False,False,False
lokix,0.0,30,False,4,False,20.0,False,False,False
pawmi,50.0,190,False,4,False,15.0,False,False,False
pawmo,50.0,80,False,4,False,15.0,False,False,False
pawmot,50.0,45,False,4,False,15.0,False,False,False
tandemaus,50.0,150,False,-1,False,10.0,False,False,False
maushold,50.0,75,False,-1,False,10.0,False,False,False
fidough,50.0,190,False,4,False,20.0,False,False,False
dachsbun,50.0,90,False,4,False,20.0,False,False,False
smoliv,50.0,255,False,4,False,20.0,False,False,False
dolliv,50.0,120,False,4,False,20.0,False,False,False
arboliva,50.0,45,False,4,False,20.0,False,False,False
squawkabilly,50.0,190,False,4,False,15.0,False,False,False
nacli,50.0,255,False,4,False,20.0,False,False,False
naclstack,50.0,120,False,4,False,20.0,False,False,False
garganacl,50.0,45,False,4,False,20.0,False,False,False
charcadet,50.0,90,False,4,False,35.0,False,False,False
armarouge,20.0,25,False,4,False,35.0,False,False,False
ceruledge,20.0,25,False,4,False,35.0,False,False,False
tadbulb,50.0,190,False,4,False,20.0,False,False,False
bellibolt,50.0,50,False,4,False,20.0,False,False,False
wattrel,50.0,180,False,4,False,20.0,False,False,False
kilowattrel,50.0,90,False,4,False,20.0,False,False,False
maschiff,50.0,150,False,4,False,20.0,False,False,False
mabosstiff,50.0,75,False,4,False,20.0,False,False,False
shroodle,50.0,190,False,4,False,20.0,False,False,False
grafaiai,50.0,90,False,4,False,20.0,False,False,False
bramblin,50.0,190,False,4,False,20.0,False,False,False
brambleghast,50.0,45,False,4,False,20.0,False,False,False
toedscool,50.0,190,False,4,False,20.0,False,False,False
toedscruel,50.0,90,False,4,False,20.0,False,False,False
klawf,50.0,120,False,4,False,35.0,False,False,False
capsakid,50.0,190,False,4,False,20.0,False,False,False
scovillain,50.0,75,False,4,False,20.0,False,False,False
rellor,50.0,190,False,4,False,20.0,False,False,False
rabsca,50.0,45,False,4,False,20.0,False,False,False
flittle,50.0,120,False,4,False,20.0,False,False,False
espathra,50.0,60,False,4,False,20.0,False,False,False
tinkatink,50.0,190,False,8,False,20.0,False,False,False
tinkatuff,50.0,90,False,8,False,20.0,False,False,False
tinkaton,50.0,45,False,8,False,20.0,False,False,False
wiglett,50.0,255,False,4,False,20.0,False,False,False
wugtrio,50.0,50,False,4,False,20.0,False,False,False
bombirdier,50.0,25,False,4,False,35.0,False,False,False
finizen,50.0,200,False,4,False,40.0,False,False,False
palafin,50.0,45,False,4,False,40.0,False,False,False
varoom,50.0,190,False,4,False,20.0,False,False,False
revavroom,50.0,75,False,4,False,20.0,False,False,False
cyclizar,50.0,190,False,4,False,30.0,False,False,False
orthworm,50.0,25,False,4,False,35.0,False,False,False
glimmet,50.0,70,False,4,False,30.0,False,False,False
glimmora,50.0,25,False,4,False,30.0,False,False,False
greavard,50.0,120,False,4,False,20.0,False,False,False
houndstone,50.0,60,False,4,False,20.0,False,False,False
flamigo,50.0,100,False,4,False,20.0,False,False,False
cetoddle,50.0,150,False,4,False,25.0,False,False,False
cetitan,50.0,50,False,4,False,25.0,False,False,False
veluza,50.0,100,False,4,False,20.0,False,False,False
dondozo,50.0,25,False,4,False,40.0,False,False,False
tatsugiri,50.0,100,False,4,False,35.0,False,False,False
annihilape,50.0,45,False,4,False,20.0,False,False,False
clodsire,50.0,90,False,4,False,20.0,False,False,False
farigiraf,50.0,45,False,4,False,20.0,False,False,False
dudunsparce,50.0,45,False,4,False,20.0,False,False,False
kingambit,50.0,25,False,4,False,20.0,False,False,False
great-tusk,0.0,30,False,-1,False,50.0,False,False,False
scream-tail,0.0,50,False,-1,False,50.0,False,False,False
brute-bonnet,0.0,50,False,-1,False,50.0,False,False,False
flutter-mane,0.0,30,False,-1,False,50.0,False,False,False
slither-wing,0.0,30,False,-1,False,50.0,False,False,False
sandy-shocks,0.0,30,False,-1,False,50.0,False,False,False
iron-treads,0.0,30,False,-1,False,50.0,False,False,False
iron-bundle,0.0,50,False,-1,False,50.0,False,False,False
iron-hands,0.0,50,False,-1,False,50.0,False,False,False
iron-jugulis,0.0,30,False,-1,False,50.0,False,False,False
iron-moth,0.0,30,False,-1,False,50.0,False,False,False
iron-thorns,0.0,30,False,-1,False,50.0,False,False,False
frigibax,50.0,45,False,4,False,40.0,False,False,False
arctibax,50.0,25,False,4,False,40.0,False,False,False
baxcalibur,50.0,10,False,4,False,40.0,False,False,False
gimmighoul,50.0,45,False,-1,False,50.0,False,False,False
gholdengo,50.0,45,False,-1,False,50.0,False,False,False
wo-chien,0.0,6,False,-1,False,50.0,False,True,False
chien-pao,0.0,6,False,-1,False,50.0,False,True,False
ting-lu,0.0,6,False,-1,False,50.0,False,True,False
chi-yu,0.0,6,False,-1,False,50.0,False,True,False
roaring-moon,0.0,10,False,-1,False,50.0,False,False,False
iron-valiant,0.0,10,False,-1,False,50.0,False,False,False
koraidon,0.0,3,False,-1,False,50.0,False,True,False
miraidon,0.0,3,False,-1,False,50.0,False,True,False
walking-wake,0.0,5,False,-1,False,50.0,False,False,False
iron-leaves,0.0,5,False,-1,False,50.0,False,False,False
dipplin,0.0,45,False,-1,False,20.0,False,False,False
poltchageist,0.0,120,False,-1,False,50.0,False,False,False
sinistcha,0.0,60,False,-1,False,50.0,False,False,False
okidogi,0.0,3,False,-1,False,50.0,False,True,False
munkidori,0.0,3,False,-1,False,50.0,False,True,False
fezandipiti,0.0,3,False,-1,False,50.0,False,True,False
ogerpon,0.0,5,False,-1,False,50.0,False,True,False
archaludon,50.0,10,False,4,False,30.0,False,False,False
hydrapple,50.0,10,False,4,False,20.0,False,False,False
gouging-fire,0.0,10,False,-1,False,50.0,False,False,False
raging-bolt,0.0,10,False,-1,False,50.0,False,False,False
iron-boulder,0.0,10,False,-1,False,50.0,False,False,False
iron-crown,0.0,10,False,-1,False,50.0,False,False,False
terapagos,50.0,255,False,-1,False,5.0,False,True,False
pecharunt,0.0,3,False,-1,False,20.0,False,False,True
